FID,SRC_AGENCY,FIRE_ID,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,OUT_DATE,SIZE_HA,CAUSE,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
189863,AB,LWF007,55.922603,-110.729159,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189864,AB,LWF008,55.922423,-110.743182,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,1.0,H,9,9,Boreal PLain,Plaines bornales
189865,AB,LWF009,55.9258,-110.747483,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,1.0,H,9,9,Boreal PLain,Plaines bornales
189866,AB,LWF010,55.915376,-110.755264,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,0.02,H,9,9,Boreal PLain,Plaines bornales
189867,AB,LWF011,55.91775,-110.744783,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,1.1,H,9,9,Boreal PLain,Plaines bornales
189868,AB,LWF012,55.9148,-110.74805,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189869,AB,LWF013,55.927117,-110.744417,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,0.8,H,9,9,Boreal PLain,Plaines bornales
189870,AB,LWF014,55.916917,-110.746567,2015,4,12,2015-04-12 00:00:00,2015-04-14 00:00:00,36.9,H,9,9,Boreal PLain,Plaines bornales
189871,AB,LWF015,55.896267,-110.767167,2015,4,12,2015-04-12 00:00:00,2015-04-13 00:00:00,53.1,H,9,9,Boreal PLain,Plaines bornales
189872,AB,LWF016,55.9148,-110.752483,2015,4,16,2015-04-16 00:00:00,2015-04-16 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189873,AB,LWF017,55.925067,-110.71975,2015,4,17,2015-04-17 00:00:00,2015-04-17 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189874,AB,LWF023,55.902638,-110.745595,2015,4,20,2015-04-20 00:00:00,2015-04-21 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189875,AB,LWF025,55.937147,-110.716268,2015,4,21,2015-04-21 00:00:00,2015-04-21 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189876,AB,LWF026,55.928113,-110.732382,2015,4,21,2015-04-21 00:00:00,2015-04-21 00:00:00,0.05,H,9,9,Boreal PLain,Plaines bornales
189877,AB,LWF028,55.922603,-110.716268,2015,4,21,2015-04-21 00:00:00,2015-04-22 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189878,AB,LWF029,55.927333,-110.722333,2015,4,21,2015-04-21 00:00:00,2015-04-22 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189879,AB,LWF030,55.924409,-110.693386,2015,4,22,2015-04-22 00:00:00,2015-05-30 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189880,AB,LWF032,55.916683,-110.739117,2015,4,22,2015-04-22 00:00:00,2015-04-22 00:00:00,0.05,H,9,9,Boreal PLain,Plaines bornales
189881,AB,LWF033,55.905633,-110.747883,2015,4,22,2015-04-22 00:00:00,2015-04-22 00:00:00,0.05,H,9,9,Boreal PLain,Plaines bornales
189882,AB,LWF034,55.934983,-110.721483,2015,4,22,2015-04-22 00:00:00,2015-04-24 00:00:00,0.2,H,9,9,Boreal PLain,Plaines bornales
189883,AB,LWF035,55.932,-110.72435,2015,4,22,2015-04-22 00:00:00,2015-04-22 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189884,AB,LWF036,55.936017,-110.730433,2015,4,23,2015-04-23 00:00:00,2015-04-26 00:00:00,13.4,H,9,9,Boreal PLain,Plaines bornales
189885,AB,LWF037,55.929017,-110.728833,2015,4,23,2015-04-23 00:00:00,2015-04-24 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189886,AB,LWF038,55.917667,-110.739567,2015,4,23,2015-04-23 00:00:00,2015-04-24 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189887,AB,LWF039,55.91835,-110.736183,2015,4,23,2015-04-23 00:00:00,2015-04-23 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189888,AB,LWF040,55.925717,-110.734083,2015,4,23,2015-04-23 00:00:00,2015-04-23 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189889,AB,LWF041,55.909865,-110.73915,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189890,AB,LWF042,55.954833,-110.706133,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189891,AB,LWF043,55.920796,-110.73915,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189892,AB,LWF044,55.919083,-110.730583,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189893,AB,LWF045,55.917182,-110.73915,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189894,AB,LWF046,55.928113,-110.719491,2015,4,24,2015-04-24 00:00:00,2015-04-24 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189895,AB,LWF047,55.940433,-110.718467,2015,4,25,2015-04-25 00:00:00,2015-04-25 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189896,AB,LWF049,55.906252,-110.745595,2015,4,25,2015-04-25 00:00:00,2015-04-25 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189897,AB,LWF050,55.9215,-110.735267,2015,4,25,2015-04-25 00:00:00,2015-04-25 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189898,AB,LWF051,55.938954,-110.719491,2015,4,25,2015-04-25 00:00:00,2015-04-25 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189899,AB,LWF053,55.939967,-110.73895,2015,4,25,2015-04-25 00:00:00,2015-04-26 00:00:00,2.8,H,9,9,Boreal PLain,Plaines bornales
189900,AB,LWF054,55.938954,-110.719491,2015,4,25,2015-04-25 00:00:00,2015-04-25 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189901,AB,LWF055,55.931727,-110.725936,2015,4,25,2015-04-25 00:00:00,2015-04-25 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189902,AB,LWF056,55.928113,-110.725936,2015,4,25,2015-04-25 00:00:00,2015-04-26 00:00:00,0.4,H,9,9,Boreal PLain,Plaines bornales
189903,AB,LWF058,55.915376,-110.729159,2015,4,26,2015-04-26 00:00:00,2015-04-26 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189904,AB,LWF059,55.9174,-110.741333,2015,4,26,2015-04-26 00:00:00,2015-04-26 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189905,AB,LWF061,55.917617,-110.740017,2015,4,26,2015-04-26 00:00:00,2015-04-26 00:00:00,0.02,H,9,9,Boreal PLain,Plaines bornales
189906,AB,LWF062,55.92992,-110.729159,2015,4,27,2015-04-27 00:00:00,2015-04-27 00:00:00,0.5,H,9,9,Boreal PLain,Plaines bornales
189907,AB,LWF063,55.917133,-110.734033,2015,4,27,2015-04-27 00:00:00,2015-04-27 00:00:00,0.7,H,9,9,Boreal PLain,Plaines bornales
189908,AB,LWF064,55.91235,-110.741333,2015,4,27,2015-04-27 00:00:00,2015-04-28 00:00:00,2.8,H,9,9,Boreal PLain,Plaines bornales
189909,AB,LWF065,55.909865,-110.73915,2015,4,27,2015-04-27 00:00:00,2015-04-27 00:00:00,0.2,H,9,9,Boreal PLain,Plaines bornales
189910,AB,LWF067,55.920796,-110.73915,2015,4,27,2015-04-27 00:00:00,2015-04-27 00:00:00,0.3,H,9,9,Boreal PLain,Plaines bornales
189911,AB,LWF071,55.938117,-110.7188,2015,4,27,2015-04-27 00:00:00,2015-04-28 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189912,AB,LWF072,55.920796,-110.725936,2015,4,28,2015-04-28 00:00:00,2015-04-28 00:00:00,0.2,H,9,9,Boreal PLain,Plaines bornales
189913,AB,LWF073,55.929417,-110.72235,2015,4,28,2015-04-28 00:00:00,2015-04-28 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189914,AB,LWF074,56.011674,-110.569309,2015,4,24,2015-04-24 00:00:00,2015-04-28 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189915,AB,LWF076,55.90385,-110.748167,2015,4,29,2015-04-29 00:00:00,2015-04-29 00:00:00,0.3,H,9,9,Boreal PLain,Plaines bornales
189916,AB,LWF078,55.924409,-110.719491,2015,4,29,2015-04-29 00:00:00,2015-04-29 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189917,AB,LWF080,55.902933,-110.748367,2015,4,29,2015-04-29 00:00:00,2015-04-30 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189918,AB,LWF081,55.929,-110.728267,2015,4,30,2015-04-30 00:00:00,2015-04-30 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189919,AB,LWF082,55.933717,-110.720767,2015,4,30,2015-04-30 00:00:00,2015-04-30 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189920,AB,LWF083,55.903683,-110.749917,2015,5,1,2015-05-01 00:00:00,2015-05-01 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189921,AB,LWF084,55.935717,-110.719933,2015,5,1,2015-05-01 00:00:00,2015-05-01 00:00:00,0.7,H,9,9,Boreal PLain,Plaines bornales
189922,AB,LWF085,55.9398,-110.716583,2015,5,1,2015-05-01 00:00:00,2015-05-01 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189923,AB,LWF086,55.917182,-110.73915,2015,5,1,2015-05-01 00:00:00,2015-05-01 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189924,AB,LWF087,55.906252,-110.745595,2015,5,1,2015-05-01 00:00:00,2015-05-01 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189925,AB,LWF088,55.9189,-110.738333,2015,5,2,2015-05-02 00:00:00,2015-05-02 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189926,AB,LWF089,55.94195,-110.713517,2015,5,4,2015-05-04 00:00:00,2015-05-04 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189927,AB,LWF090,55.916167,-110.737067,2015,5,4,2015-05-04 00:00:00,2015-05-04 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189928,AB,LWF091,55.902617,-110.7488,2015,5,4,2015-05-04 00:00:00,2015-05-04 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189929,AB,LWF092,55.916683,-110.736883,2015,5,5,2015-05-05 00:00:00,2015-05-05 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189930,AB,LWF095,55.918817,-110.732667,2015,5,10,2015-05-10 00:00:00,2015-05-10 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189931,AB,LWF096,55.93275,-110.732617,2015,5,10,2015-05-10 00:00:00,2015-05-10 00:00:00,0.4,H,9,9,Boreal PLain,Plaines bornales
189932,AB,LWF098,55.91685,-110.73705,2015,5,11,2015-05-11 00:00:00,2015-05-11 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189933,AB,LWF099,55.931733,-110.649417,2015,5,11,2015-05-11 00:00:00,2015-05-18 00:00:00,0.2,H,9,9,Boreal PLain,Plaines bornales
189934,AB,LWF102,55.92575,-110.7205,2015,5,11,2015-05-11 00:00:00,2015-05-11 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189935,AB,LWF103,55.9406,-110.718517,2015,5,11,2015-05-11 00:00:00,2015-05-12 00:00:00,0.3,H,9,9,Boreal PLain,Plaines bornales
189936,AB,LWF105,55.938917,-110.720133,2015,5,13,2015-05-13 00:00:00,2015-05-14 00:00:00,3.0,H,9,9,Boreal PLain,Plaines bornales
189937,AB,LWF106,55.9406,-110.72034,2015,5,13,2015-05-13 00:00:00,2015-05-14 00:00:00,0.25,H,9,9,Boreal PLain,Plaines bornales
189938,AB,LWF110,55.8581,-110.835433,2015,5,16,2015-05-16 00:00:00,2015-05-16 00:00:00,0.01,U,9,9,Boreal PLain,Plaines bornales
189939,AB,LWF120,55.945033,-110.7123,2015,5,19,2015-05-19 00:00:00,2015-05-19 00:00:00,0.25,H,9,9,Boreal PLain,Plaines bornales
189940,AB,LWF132,55.9277,-110.721683,2015,5,30,2015-05-30 00:00:00,2015-05-30 00:00:00,0.03,H,9,9,Boreal PLain,Plaines bornales
189941,AB,LWF134,55.927033,-110.725983,2015,6,2,2015-06-02 00:00:00,2015-06-02 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189942,AB,LWF142,56.284883,-110.264333,2015,6,8,2015-06-08 00:00:00,2015-06-12 00:00:00,0.5,L,9,9,Boreal PLain,Plaines bornales
189943,AB,LWF149,56.210717,-110.217233,2015,6,11,2015-06-11 00:00:00,2015-06-11 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
189944,AB,LWF156,56.154067,-110.6719,2015,6,20,2015-06-20 00:00:00,2015-06-20 00:00:00,0.25,U,9,9,Boreal PLain,Plaines bornales
189945,AB,LWF159,56.09,-110.895,2015,6,24,2015-06-24 00:00:00,2015-06-26 00:00:00,0.74,H,9,9,Boreal PLain,Plaines bornales
189946,AB,LWF175,56.0438,-110.21215,2015,6,26,2015-06-26 00:00:00,2015-09-14 00:00:00,15375.6,L,9,9,Boreal PLain,Plaines bornales
189947,AB,LWF182,56.154933,-110.6703,2015,6,27,2015-06-27 00:00:00,2015-06-28 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
189948,AB,LWF192,56.0716,-110.33845,2015,7,2,2015-07-02 00:00:00,2015-08-05 00:00:00,170.3,L,9,9,Boreal PLain,Plaines bornales
189949,AB,LWF194,55.920767,-110.729983,2015,7,3,2015-07-03 00:00:00,2015-07-03 00:00:00,0.05,H,9,9,Boreal PLain,Plaines bornales
189950,AB,LWF213,56.106256,-110.184187,2015,7,24,2015-07-24 00:00:00,2015-07-24 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
189951,AB,LWF217,55.927,-110.718,2015,8,5,2015-08-05 00:00:00,2015-08-06 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189952,AB,LWF223,55.909583,-110.730967,2015,10,8,2015-10-08 00:00:00,2015-10-10 00:00:00,0.7,H,9,9,Boreal PLain,Plaines bornales
189953,AB,LWF226,55.950172,-110.725435,2015,10,14,2015-10-14 00:00:00,2015-10-17 00:00:00,10.0,H,9,9,Boreal PLain,Plaines bornales
189954,AB,MWF005,56.4312,-111.051517,2015,4,14,2015-04-14 00:00:00,2015-04-14 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
189955,AB,MWF007,56.416317,-111.160667,2015,4,21,2015-04-21 00:00:00,2015-04-22 00:00:00,0.2,U,9,9,Boreal PLain,Plaines bornales
189956,AB,MWF016,56.437,-111.0705,2015,5,17,2015-05-17 00:00:00,2015-05-17 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189957,AB,MWF018,56.435867,-111.059817,2015,5,18,2015-05-18 00:00:00,2015-05-18 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189958,AB,MWF033,56.58285,-110.578217,2015,6,3,2015-06-03 00:00:00,2015-06-04 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
189959,AB,MWF038,56.399833,-111.036167,2015,6,7,2015-06-07 00:00:00,2015-06-07 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189960,AB,MWF083,56.376483,-110.94855,2015,6,25,2015-06-25 00:00:00,2015-06-25 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
189961,AB,MWF090,56.634117,-110.30535,2015,6,25,2015-06-25 00:00:00,2015-06-26 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
189962,AB,MWF097,56.574917,-110.060467,2015,6,26,2015-06-26 00:00:00,2015-06-27 00:00:00,1.7,L,9,9,Boreal PLain,Plaines bornales
189963,AB,MWF098,56.526567,-110.0571,2015,6,26,2015-06-26 00:00:00,2015-06-27 00:00:00,3.1,L,9,9,Boreal PLain,Plaines bornales
189964,AB,MWF104,56.337833,-110.610317,2015,6,26,2015-06-26 00:00:00,2015-07-05 00:00:00,7.3,L,9,9,Boreal PLain,Plaines bornales
189965,AB,MWF121,56.3372,-110.5991,2015,7,2,2015-07-02 00:00:00,2015-07-06 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
189966,AB,MWF131,56.427667,-111.026833,2015,7,14,2015-07-14 00:00:00,2015-07-14 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189967,AB,MWF139,56.468967,-111.198867,2015,8,16,2015-08-16 00:00:00,2015-08-16 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189968,AB,MWF151,56.426183,-111.158933,2015,10,14,2015-10-14 00:00:00,2015-10-14 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189969,AB,MWF156,56.4274,-111.024117,2015,10,18,2015-10-18 00:00:00,2015-10-28 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
189970,AB,MWF163,56.438767,-111.287967,2015,11,14,2015-11-14 00:00:00,2015-11-14 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190046,AB,GWF073,55.369433,-116.9551,2015,3,30,2015-03-30 00:00:00,2015-03-31 00:00:00,0.5,H,9,9,Boreal PLain,Plaines bornales
190060,AB,PWF129,56.244667,-117.0095,2015,3,13,2015-03-13 00:00:00,2015-03-20 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
190090,AB,SWF204,55.357471,-114.99136,2015,3,17,2015-03-17 00:00:00,2015-03-27 00:00:00,0.02,H,9,9,Boreal PLain,Plaines bornales
190091,AB,GWF002,55.371833,-116.957917,2015,4,13,2015-04-13 00:00:00,2015-04-14 00:00:00,7.3,H,9,9,Boreal PLain,Plaines bornales
190092,AB,GWF014,55.248967,-117.192783,2015,5,11,2015-05-11 00:00:00,2015-05-12 00:00:00,56.0,H,9,9,Boreal PLain,Plaines bornales
190093,AB,GWF091,55.35775,-117.334717,2016,3,21,2016-03-21 00:00:00,2016-03-31 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190094,AB,PWF002,56.108767,-116.840717,2015,4,12,2015-04-12 00:00:00,2015-04-12 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190095,AB,PWF017,56.109683,-116.818333,2015,4,28,2015-04-28 00:00:00,2015-05-05 00:00:00,0.5,H,9,9,Boreal PLain,Plaines bornales
190096,AB,PWF027,55.856833,-116.807283,2015,5,11,2015-05-11 00:00:00,2015-05-16 00:00:00,10.0,U,9,9,Boreal PLain,Plaines bornales
190097,AB,PWF030,56.184567,-116.941667,2015,5,15,2015-05-15 00:00:00,2015-06-09 00:00:00,64.0,L,9,9,Boreal PLain,Plaines bornales
190098,AB,PWF031,56.159333,-116.993633,2015,5,15,2015-05-15 00:00:00,2015-05-15 00:00:00,0.7,L,9,9,Boreal PLain,Plaines bornales
190099,AB,PWF032,56.179617,-116.909167,2015,5,15,2015-05-15 00:00:00,2015-05-16 00:00:00,0.05,L,9,9,Boreal PLain,Plaines bornales
190100,AB,PWF034,56.337167,-116.839333,2015,5,15,2015-05-15 00:00:00,2015-05-15 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
190101,AB,PWF036,56.179047,-116.908781,2015,5,15,2015-05-15 00:00:00,2015-05-15 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190102,AB,PWF060,56.446533,-116.941283,2015,5,25,2015-05-25 00:00:00,2015-05-25 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
190103,AB,PWF071,56.478133,-116.7407,2015,5,30,2015-05-30 00:00:00,2015-05-30 00:00:00,0.01,U,9,9,Boreal PLain,Plaines bornales
190104,AB,PWF086,56.33695,-116.730133,2015,6,21,2015-06-21 00:00:00,2015-06-22 00:00:00,0.3,L,9,9,Boreal PLain,Plaines bornales
190105,AB,PWF098,56.481133,-116.726933,2015,6,24,2015-06-24 00:00:00,2015-06-25 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
190106,AB,PWF128,56.010467,-116.889017,2015,6,30,2015-06-30 00:00:00,2015-06-30 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190107,AB,PWF138,55.866883,-116.64,2015,7,10,2015-07-10 00:00:00,2015-07-11 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
190108,AB,PWF142,55.85785,-116.6417,2015,7,12,2015-07-12 00:00:00,2015-07-12 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190109,AB,PWF174,56.412133,-116.965667,2015,8,24,2015-08-24 00:00:00,2015-08-25 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190110,AB,PWF183,56.276233,-117.025483,2015,9,26,2015-09-26 00:00:00,2015-09-26 00:00:00,0.2,U,9,9,Boreal PLain,Plaines bornales
190111,AB,PWF188,56.366303,-116.905528,2015,10,27,2015-10-27 00:00:00,2015-10-30 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190112,AB,PWF194,56.02565,-116.9162,2016,3,2,2016-03-02 00:00:00,2016-03-31 00:00:00,0.2,H,9,9,Boreal PLain,Plaines bornales
190113,AB,PWF199,55.838783,-116.991683,2016,3,2,2016-03-02 00:00:00,2016-03-30 00:00:00,0.05,H,9,9,Boreal PLain,Plaines bornales
190173,AB,SWF202,55.9005,-115.626983,2015,2,4,2015-02-04 00:00:00,2015-02-06 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
190174,AB,PWF035,56.417067,-116.647217,2015,5,15,2015-05-15 00:00:00,2015-05-15 00:00:00,0.7,L,9,9,Boreal PLain,Plaines bornales
190175,AB,PWF049,56.10835,-116.231133,2015,5,25,2015-05-25 00:00:00,2015-05-25 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190176,AB,PWF069,56.082917,-116.319317,2015,5,28,2015-05-28 00:00:00,2015-05-29 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190177,AB,PWF080,56.410467,-116.589533,2015,6,4,2015-06-04 00:00:00,2015-06-04 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
190178,AB,PWF123,56.027017,-116.226517,2015,6,30,2015-06-30 00:00:00,2015-06-30 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190179,AB,PWF124,56.18755,-116.285383,2015,6,30,2015-06-30 00:00:00,2015-06-30 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190180,AB,PWF125,56.05885,-116.591767,2015,6,30,2015-06-30 00:00:00,2015-07-01 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190181,AB,PWF126,55.98975,-116.518817,2015,6,30,2015-06-30 00:00:00,2015-07-01 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
190182,AB,PWF127,56.072083,-116.472733,2015,6,30,2015-06-30 00:00:00,2015-07-01 00:00:00,0.2,L,9,9,Boreal PLain,Plaines bornales
190183,AB,PWF149,56.20055,-116.5396,2015,7,15,2015-07-15 00:00:00,2015-07-15 00:00:00,0.03,L,9,9,Boreal PLain,Plaines bornales
190184,AB,PWF162,56.305283,-116.574333,2015,7,30,2015-07-30 00:00:00,2015-07-31 00:00:00,0.4,U,9,9,Boreal PLain,Plaines bornales
190185,AB,PWF163,56.119933,-116.52155,2015,7,31,2015-07-31 00:00:00,2015-07-31 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190186,AB,PWF167,56.232983,-116.663933,2015,8,17,2015-08-17 00:00:00,2015-08-19 00:00:00,0.3,L,9,9,Boreal PLain,Plaines bornales
190187,AB,PWF170,56.119767,-116.52305,2015,8,19,2015-08-19 00:00:00,2015-08-22 00:00:00,0.1,H,9,9,Boreal PLain,Plaines bornales
190219,AB,LWF001,56.031783,-111.920133,2015,4,7,2015-04-07 00:00:00,2015-04-07 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190220,AB,LWF107,55.818783,-111.437167,2015,5,14,2015-05-14 00:00:00,2015-05-21 00:00:00,12.4,H,9,9,Boreal PLain,Plaines bornales
190221,AB,LWF115,55.763119,-112.067404,2015,5,17,2015-05-17 00:00:00,2015-05-17 00:00:00,2.0,H,9,9,Boreal PLain,Plaines bornales
190222,AB,LWF133,55.528017,-112.285617,2015,6,2,2015-06-02 00:00:00,2015-06-02 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190223,AB,LWF135,55.766447,-112.131541,2015,6,2,2015-06-02 00:00:00,2015-06-14 00:00:00,1.5,L,9,9,Boreal PLain,Plaines bornales
190224,AB,LWF144,55.383933,-112.117183,2015,6,9,2015-06-09 00:00:00,2015-06-10 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190225,AB,LWF161,55.476183,-112.027267,2015,6,24,2015-06-24 00:00:00,2016-02-09 00:00:00,11363.9,L,9,9,Boreal PLain,Plaines bornales
190226,AB,LWF165,55.504333,-112.322283,2015,6,25,2015-06-25 00:00:00,2015-06-25 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190227,AB,LWF166,55.5107,-112.366783,2015,6,25,2015-06-25 00:00:00,2015-06-25 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190228,AB,LWF172,55.433,-111.828667,2015,6,25,2015-06-25 00:00:00,2015-06-29 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190229,AB,LWF185,55.85135,-111.1247,2015,6,30,2015-06-30 00:00:00,2015-06-30 00:00:00,0.1,L,9,9,Boreal PLain,Plaines bornales
190230,AB,LWF188,55.805383,-111.1746,2015,6,30,2015-06-30 00:00:00,2015-06-30 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190231,AB,LWF208,55.381733,-111.900367,2015,7,13,2015-07-13 00:00:00,2015-07-13 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190232,AB,MWF013,56.110617,-111.824717,2015,5,20,2015-05-20 00:00:00,2015-05-20 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190233,AB,MWF164,56.3658,-111.063933,2015,11,26,2015-11-26 00:00:00,2015-11-27 00:00:00,0.01,U,9,9,Boreal PLain,Plaines bornales
190243,AB,LWF163,56.096015,-111.23064,2015,6,24,2015-06-24 00:00:00,2015-06-28 00:00:00,2.6,L,9,9,Boreal PLain,Plaines bornales
190244,AB,MWF039,56.367417,-111.283733,2015,6,8,2015-06-08 00:00:00,2015-06-08 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190245,AB,MWF109,56.299942,-111.21232,2015,6,27,2015-06-27 00:00:00,2015-07-09 00:00:00,7.1,L,9,9,Boreal PLain,Plaines bornales
190259,AB,PWF020,56.308117,-117.34,2015,5,9,2015-05-09 00:00:00,2015-05-09 00:00:00,0.2,U,9,9,Boreal PLain,Plaines bornales
190260,AB,PWF147,56.344443,-117.28733,2015,7,10,2015-07-10 00:00:00,2015-07-12 00:00:00,0.01,L,9,9,Boreal PLain,Plaines bornales
190261,AB,PWF165,56.337167,-117.30495,2015,8,3,2015-08-03 00:00:00,2015-08-06 00:00:00,0.01,H,9,9,Boreal PLain,Plaines bornales
190262,AB,PWF166,56.339867,-117.3017,2015,8,16,2015-08-16 00:00:00,2015-08-17 00:00:00,0.5,U,9,9,Boreal PLain,Plaines bornales
